norm,KBNC_1m_Count
signalled,8
fragrant,3
AND,23
assault,2
coiled,9
primarily,1
Drain,1
Actually,18
Florida,18
adults,13
outhouse,7
vandal,2
Stalin,12
urgent,8
Niner,6
Jenks,6
flustered,6
browned,5
half-witted,3
nearer,41
navigator,2
hoom,6
beanbag,3
petticoats,3
tang,1
hunting,25
fat,40
Drink,3
bolt,13
moid,5
handholds,1
desolate,2
grand,36
Lock,47
shoved,9
raiding,8
whooshing,4
streamed,5
sneaking,7
KNOCK,12
Stalingrad,2
phenomenon,6
Wakes,1
Form,4
Cocteau,1
sucked,12
peg,10
grinding,9
canna',1
angular,5
N'T,13
aloneness,1
capture,11
drily,4
howls,4
chained,4
unsteady,5
award,4
Primitive,1
Therefore,14
Fires,1
Education,3
conned,2
Bob,15
educated,1
swerved,3
heightened,1
pound,18
oaken,1
Triangular,1
poking,12
mushrooms,12
lettuces,3
Cornelius,9
Agriculture,1
Himmler,1
distraught,2
sensible,26
hull,2
admired,14
Carey,4
asperity,2
towering,8
Hell,8
ramp,9
sternly,22
broken-up,1
knee,15
threats,10
matchbox,1
Heath,2
cradle,12
loan,1
Speaking,3
clanging,4
nag,7
gloating,1
röles,1
surprising,11
Juno,2
mid-burst,1
mutton,4
arrest,3
destination,9
purse,12
sketching,1
95p,1
nails,21
summon,5
Grinning,3
twenty-first,2
marble-eyed,1
weathered,5
ousted,1
post-literate,1
silky,3
legends,5
Nature,4
banding,2
chains,14
Craig,4
sharp-eyed,1
brewery,1
manure,3
Throw,1
homework,16
deflected,5
pub,16
paying,19
mistletoe,12
squelching,4
clip,4
laws,15
spotted,19
foreman,2
barn,28
hills,19
possessed,10
Bring,11
Caterpillar,8
SHEILA,1
twelve-inch,1
Bujan,4
Knacker,20
comic-strip,1
swimmer,8
opens,4
Canaan,1
civil,4
Mash,1
wrongs,2
indicator,1
telegraph,4
Hearing,4
perspiring,1
SUN-GOD,1
abandoning,1
chief,33
meat,43
baking,9
calculus,1
piers,1
gulps,2
polythene,8
carton,9
Its,24
candle,37
spits,1
loud,85
all-day,1
parted,20
handsome,23
photo,6
packet,24
jiffy,5
shapeless,3
foreheads,2
stoutly,8
unfocused,2
bulging,14
flavour,4
toppled,7
Babushka,26
Naturally,2
whiskies,1
teapot,7
Stand,21
remarkably,6
swishing,3
union,8
slim,12
sympathetic,11
naturally,17
bed-wetting,1
titles,2
thoughtful,13
abused,2
apathetic,4
content,12
sledgehammer,2
post-box,1
fasten,2
constructed,3
rescue,28
Meadow,8
RELIEF,2
opaque,6
tearful,3
Getting,8
peeptoe,1
mentioning,2
shocking,6
Pneumonia,3
Agatha,7
wistfully,7
familiarities,1
defence,5
hamster,5
title,7
extended,10
Hat,1
writ,4
first-years,4
Overclyst,17
Kershaw,15
wrenching,1
th'pockets,1
ink,5
vicar,9
electricity,24
haven,1
pinch,6
purple,28
acquiring,1
Panic-stricken,1
creepy,2
pleading,9
occupations,1
Example,15
hugely,4
sneaked,15
muddy,14
neutrality,1
flowered,1
Watching,12
decorations,12
embarrassing,7
jury,9
lose,52
command,12
edged,11
foster-brother,1
T-shirt,4
fetching,6
Raging,1
carted,2
Lucky,13
knack,3
cups,14
defaced,1
unrelenting,3
squirrel,17
smallest,13
guide,18
Nightside,6
moor,13
neighbour,14
expel,3
pal,4
humbug,1
Mike,12
moaned,28
24,17
batter,4
filtering,2
clouded,2
fidgeted,3
goon,1
undeniably,3
monstrous,7
Nevertheless,10
marriage,15
admonished,1
pang,4
woolly,5
reeling,2
Petrock's-on-Sea,1
farms,7
mattress,6
channel,20
anonymous,4
seep,2
intrigued,6
knocks,4
lengthen,1
firework,2
quadrilateral,4
Stadium,3
coach,14
repressiveness,1
cut-up,1
angled,2
mid-European,2
Different,4
overseer,12
Reports,2
maids,10
kangaroo,9
timing,6
Ma'am,2
necessarily,7
Leroy,2
female,13
America,19
princesses,8
reveal,14
beeches,2
manic,2
gulping,4
scanned,8
practice,22
belongs,19
metal,79
Truscott,2
During,25
Lane,21
bony,11
grocery,3
uncontrolled,3
panicked,7
cage,37
curving,5
MILLIONTH,1
Farm,20
quavered,2
youngest,20
toiled,2
obsessed,3
tracking,6
"5,000",2
Pull,11
unanswerable,1
buzzing,11
erection,1
cont,1
certificates,7
underwear,2
daughters,6
slippery,14
grip,33
lambing,1
camera,17
comfortably,14
altered,3
Müller,12
Surrounded,1
partitioned,2
pinned,16
disturbing,7
Examples,7
Saturday,31
basic,7
appears,9
ambitions,2
piping,2
slender,12
crackers,4
unmistakable,3
frame,22
hopes,10
secretively,1
behaviour,22
Commons,2
sofa,20
lead,79
High,17
sparse,3
investigated,2
Clough,8
bloodstained,5
undefeated,1
boundaries,2
Directorship,1
Mercury,3
widow,4
le,6
Hera,3
eighty-five,3
strongest,4
unhooked,1
General,8
passers-by,3
Calculate,6
bursting,27
Love,10
insouciant,1
REPRINTED,1
Clerk,7
FROGS,1
sucking,4
fortunate,4
pleasure,39
week-end,2
Personally,4
Sentimental,2
trenchantly,1
Jamie,16
threading,3
'Orrible,1
screwdriver,7
clamoured,1
patron,5
Frederick,20
fly-spray,1
greatest,18
sharpened,5
mile,25
follows,5
cheesecake,3
inconsiderate,1
ever-tightening,1
Kalahari,3
scurried,14
reproachfully,4
infuriated,3
MARZIPAN,2
Spittler,11
Arkwright,5
framed,13
puzzle,11
persuade,19
Ugh,6
bite,21
toothache,3
20>,1
preparing,8
Animal,3
boot,21
hideous,7
1st,16
Adolf,10
reflecting,5
stumble,3
Dead,8
Unifiers,6
ninepins,1
undignified,1
Aunty,10
landlady,7
flaxen,1
Venetians,4
irresistibly,4
mornin',3
Miraculously,1
deliver,6
fathoms,1
bilberries,7
privy,4
actor,22
much-needed,2
wing-hair,1
intricately,1
Butterflies,4
shots,2
sooner,17
oozed,4
Mam,15
outsider,2
intention,4
full-colour,1
Ram,19
motherly,3
ships,46
flinched,6
tunic,3
REPORT,2
wobbly,6
crazily,2
tread,10
speed,61
retch,2
DATE,1
laboratory,8
anyways,6
specially,25
22,3
broomsticks,3
dodging,5
MONEY,2
hooks,5
POW,1
damaged,16
Light,6
MacIans,14
Princess,19
smashing,16
housing,5
Group,3
Surprise,8
comparison,5
Beat,5
soothingly,3
champagne,3
mug,21
loftily,2
inconceivable,1
hillsides,1
Factota,16
cosily,2
leading-rein,1
ack,3
rocket,9
packed,31
East,14
producing,6
seriously,16
Poly,1
nowt,12
ripping,8
indigestible,1
autonomy,1
MY,8
dash,13
Matt,1
universe,11
Silhouetted,2
noisily,7
decorated,14
duty,30
ferocious,11
disappear,18
freedom,22
labour,9
overhear,2
wolves,5
respects,5
dashing,6
Boil,2
toe-nails,2
½cm,4
windowpanes,1
followers,2
bows,5
Yule,1
Grandpa,2
approval,9
endless,18
Steven,1
erase,2
irritated,9
sprinkling,2
Morraine,9
Charm,1
lighter,5
Vicarage,10
KNOW,4
kindness,22
septicaemia,1
bead-decorated,1
nets,4
Desert,6
Crawl,1
rocked,14
peeked,2
colleague,3
Totally,2
outlined,3
scuffled,2
Goose,1
weighed,13
West,25
suffices,1
pulses,2
braver,3
comradely,1
poisoned,7
crystalline,1
bristly,5
caller,6
air-raid,3
improbable,2
threatened,19
Swiss,7
Boats,1
Pankow,3
Steinmark,23
earthing,1
halted,7
climb,55
jarmers,1
Close,12
kitchen-maid,1
indefinitely,1
gestures,1
bunny,1
hammer,23
clucked,5
wallet,10
picnic,23
ambulance,19
mansion,1
25g,2
Think,37
hauled,12
chase,18
rouse,1
Irrational,1
10.,1
raw,11
Rossiter,16
perturbed,5
bitten,5
dates,6
golly,2
bloodshot,6
truncheon,1
almighty,6
flopping,4
dingy,5
coldly,15
Chief,4
slogan,4
trained,12
BONK,1
baker,2
Grimma,10
castor,3
sheet,31
waitin',2
tradesman,2
Martindale,9
smelled,22
bottoms,5
THINK,5
nuzzling,1
padlocks,1
aeroplanes,7
burrowed,3
holly,16
Wine,4
balconies,1
drab,5
needing,10
shoe-parcel,3
me.,5
sympathy,14
Julius,5
poison,11
Pass,7
left-right,1
Mac,6
small-talk,2
flats,7
Yahoos,11
Tonight,5
thus,4
frau,1
stiffening,2
spotting,4
derisively,1
barred,8
doubled,10
stumpy,1
aberration,2
Uniform,4
dotty,1
spoken,30
crawled,36
gaberdine,2
Armadail,1
recreation,2
survey,3
capabilities,1
Basil,7
poke,6
bale,4
Trace,8
absurd,3
km,6
Eighty-four,1
choirboy,3
prices,4
lookin',4
Madam,3
explorers,4
Good-bye,10
reappear,5
humility,1
N,3
wallop,1
luckily,6
SPRING,2
invalid,9
blotting,3
junction,6
flimsy,2
recently,11
frosted-glass,1
Lordy,6
season,11
Biggest,2
RAINBOW,3
deckhand,1
series,15
condemn,3
cover,61
PERFECTLY,1
straps,5
weakness,9
underestimated,2
atheist,2
conversations,10
allowance,3
Rossitter,7
sloped,8
bluebells,1
generally,8
Beeman,1
reckon,35
incredibly,3
weaves,2
ladies,42
favourably,1
larva,3
90°,13
clamour,2
anaemic,1
Hardly,8
nothin',5
Practical,6
pack,18
Rayner,1
Centram,9
so-called,2
Antony,10
crowned,1
jeer,1
nipper,2
scenery,4
salmon,5
sunshine,24
sloppy,2
repent,2
beetles,5
marshes,11
ducked,14
TOMATO,2
Treat,2
bicycles,6
dunderhead,1
earning,7
gullets,1
lover,4
But-—,1
'cos,7
smooth,32
shied,1
reclining,3
insubstantial,1
clammy,2
WORK,2
guinea,2
tree-creeper,1
Semaphore,2
cots,2
disgruntled,4
betide,1
gossipy,1
faded,30
Facing,3
fearless,2
consulted,1
cloak,18
eyebrow,7
Lieutenant,10
sites,3
TAKE,1
tasks,9
posted,9
Contact,1
blocks,17
newcomers,3
probate,1
fringe,7
shyness,3
prompt,9
Pupils,2
Humanoid,1
diptheria,2
misunderstanding,3
banks,8
loose-boxes,1
drugs,4
puniest,1
Seru,35
toe,13
impression,16
concentrating,14
wreath,4
comforts,2
Silver,4
bounded,15
pinches,1
squawked,6
Porsche,1
Mostly,7
mines,5
th'knows,3
invitation,7
scutching,7
blamed,8
bullies,8
Admiration,1
killer,7
Eat,19
cellular,1
Surrey,2
chancy,1
sigh,31
foliage,4
humbugs,4
Trousers,1
resisting,2
commune,9
bowed,12
la,7
syringe,3
officials,17
plays,14
hits,4
ma'am,22
borrowed,7
innocently,8
needin',1
SOMETHING,1
ambushing,4
tales,19
Yous,4
Tetrathlon,2
bean,11
coats,15
Theodore,4
breeze,18
accepting,7
bankrupt,4
dumb,11
overtaking,2
eats,8
shades,7
elevenses,4
meditated,2
tinkle,6
avoiding,10
disobedient,2
warships,4
Flick,16
fidgeting,4
insolence,2
frustrated,6
narcissus,1
eleven,24
repeating,8
sales,5
coolness,2
pawed,1
rugby,13
actual,8
darkened,11
invented,10
incurable,1
Aros,1
offence,6
arthritis,6
frizzy,2
Second,16
Inhabitants,1
five-thirty,1
undyed,1
grief,11
DISCOVERING,3
representative,1
dipped,12
tragic,6
vowed,2
Gasworks,9
lamely,7
adventures,14
depression,10
Round,7
clothed,3
inadequacies,1
ironing-board,2
tanneries,1
gleamed,9
morning-room,1
ghastly,10
understands,9
lecture,5
anythin',3
torment,6
ll,1
describes,4
Certainly,17
EVOLUTION,1
scarecrow,5
smithy,8
blocking,7
oxen,4
sauce,19
re,2
statement,14
jealously,1
dizzily,1
barrels,13
pillows,10
Thatcher,6
eldest,16
squat,9
UK,7
footwear,2
dashes,3
SIS,1
juncture,2
shoeshine,1
putt,4
panic,33
well-dressed,2
Trainspotter,6
claiming,4
jealous,11
unsuitable,1
birch,3
somersault,3
graves,4
bathe,5
wax,18
nip,7
⅓=;,1
Magnus,6
horsedrawn,1
barrier,7
savouring,1
carrots,9
fasteners,2
Concorde,11
chip,11
celery,4
licking,10
linen,19
sprout,3
Ignoring,2
clicked,18
headmaster,5
hymns,2
Makes,3
feeble,14
prime,17
restraint,2
threateningly,2
Fordham,10
contravene,1
Bruce,8
Galleon,3
Werner,24
requires,4
thirst,2
larvae,2
Y'ought,1
Sea-birds,1
Batty,1
indeterminate,2
seventy-eight,1
snipped,4
affected,10
Against,6
ha,28
talker,1
gits,6
semis,1
pud,1
flashes,9
DID,7
th'sit,1
nape,6
urged,10
disco,8
leaped,16
calmness,3
identified,3
throughout,8
abruptly,22
colder,9
volume,18
Bloodsuckling,3
seals,7
hovered,14
refreshed,2
prehensile,1
mossy,4
boss,8
fun,86
robe,8
theirs,7
feared,7
scrap,11
guarded,6
chirp,2
pecked,3
stalks,5
overlooks,1
transported,1
inferior,4
arose,3
agreeing,6
unworried,1
masquerading,2
ale,21
performers,1
GLORY,1
decides,5
larking,1
tracksuits,2
assistants,2
Hurrying,3
preposterous,2
toy,10
notebook,12
Button,1
instruction,10
shapes,38
nutcase,2
refer,2
dock,8
fowl,3
shield,5
remarks,4
peck,6
etc.,2
choosing,6
risks,4
Rocket,5
Cost,1
calculate,4
seeks,2
Fido,3
northward,1
rules,15
introduced,12
stunt,3
suburban,1
grim,16
once-breathing,1
drawing-pin,1
gear,11
smashed,19
JOE,1
unpicked,2
single-storey,1
triangular,5
praised,1
designing,1
claymore,2
neighbours,20
involving,6
derision,2
vice,1
takin',1
sodden,6
roar,17
athletes,6
poplars,2
inhaling,3
solicitude,1
Drew,1
horseshoes,1
frothing,3
White,28
tricked,4
Enough,4
represents,1
untruthfully,2
headmistress,4
switching,5
scented,4
two-times,3
jiggling,1
starlings,3
tidings,2
appearance,28
humorous,5
thoroughly,6
toothpick,1
good-bye,7
f,11
reds,2
prodded,12
Florence,11
clemency,1
maps,18
plum,12
hatches,2
minister,4
proved,10
dough,8
doled,1
mackintosh,12
Belief,1
Lilliputians,13
Kay,2
Liebchen,7
chop,6
resisted,5
curiosity,15
advanced,6
pushover,1
unaffected,2
slow-growing,1
poverty,2
awaited,3
Katharine,2
cobwebs,7
Shrugging,2
cm2,5
resist,12
tucking,7
Scientific,9
labels,6
oven,21
Hand,11
trainer,8
judge,14
8cm,4
We'se,5
soil,9
half-panelled,1
acre,1
SO,2
swings,3
DESTINATION,1
strides,5
muted,5
hog-swine,1
shoebox,5
Dulwich,1
Nose,4
floured,5
limb,8
sixty-nine,3
rival,4
dig,11
sea-going,1
pen,20
Italian,3
AA,3
performed,9
dazed,16
Hm,3
tripped,10
faintest,6
lace,15
belligerent,3
scarred,6
nub,1
ambiguous,2
matchsticks,2
Lakes,1
O'Brien,18
IDEA,1
piazza,5
reluctance,7
irrelevant,2
conquest,1
Rangers,1
lurched,18
youth,22
discovery,12
Turned,2
unhappy,21
clucking,2
grate,7
inserted,1
physically,6
BECAME,1
coffin,5
violin,5
faultless,3
elbows,20
reduce,3
WHATEVER,1
Sunbeams,2
BB,4
bed-pan,1
Mandy,19
underwater,6
grooved,1
hidin',1
kings,12
nibbling,2
Land,1
double-check,1
exposing,2
dammed,2
cosy,10
unaccountably,1
shivery,1
Jean,2
stony,8
anxious,24
weekly,7
Nine,6
puncture,4
dunes,12
gaunt,4
half-circle,1
wisps,7
wounds,10
restoring,1
anticipating,1
charlatans,1
Hindenburg,1
scuttled,8
ill-mannered,3
vomited,2
produce,10
deliberate,7
short-cut,1
frequently,5
clonked,1
praying,18
twitching,5
ssstake,1
sharpenings,1
show-jumper,3
conditions,4
goulash,3
lanky,4
'Bout,1
½m,1
twine,4
selfish,5
Scuse,1
oil-cloth,1
calligraphy,1
Misery,1
Glue,10
swear,17
cobweb,5
freak,7
endlessly,3
medal,7
pockmarks,1
Company,8
banished,5
tense,17
souls,8
spry,1
A.,4
fold,14
rueful,3
kippers,1
Craark,2
protested,20
grudged,1
ribcage,2
drenched,5
aggravation,1
march,9
breast,10
arsenic,1
collectors,2
astonished,13
wringing,6
archway,5
Permit,1
Splendid,5
blundering,1
hollyhocks,1
Kipling,5
totted,1
bellow,10
rationalize,1
Special,8
Worst,2
Compare,3
super,10
lurked,3
Daddy,46
cm,17
Mix,7
Frogspawn,1
typical,9
inclined,8
rashers,2
pat,7
grandchildren,1
remission,1
bumpy,9
peril,2
freaks,1
claimed,10
gnomes,3
midst,4
workers,28
exercises,14
swat,2
much-loved,2
squeezed,26
Kids,3
Joseph,4
shake,30
bumps,3
Attic,1
ranged,1
grips,2
phases,1
repressed,2
dormitory,10
chattered,2
impetus,2
rowing-deck,1
Damocles,6
terrier,4
knight,11
untouched,5
sheep-dog,1
browns,5
Wind,3
survive,7
homes,14
shaded,13
Seen,4
shaky,4
Bechuanaland,3
sensation,19
picnickers,1
c,41
Patrick,11
Sketch,1
Across,17
flying,65
mathematical,9
safest,2
fragments,6
Academy,4
stayin',3
settee,6
site,6
yapping,5
pump,7
Towelling,1
confusion,25
wailed,16
possession,7
caves,5
castles,4
squared,4
Drake,3
atlases,1
utter,13
port-hole,2
wicket,1
curved,17
2cm,5
April,9
ten-year-old,4
duff,2
murmur,12
moron,3
cloakroom,4
Discoverer,2
crane,7
operations,8
Welles,2
sewin',1
devouring,5
Catriona,7
headquarters,2
deliberated,1
Knock,49
motorists,2
motorbike,9
weekend,11
lightheartedness,1
wiggled,2
1¾,3
embellishing,1
limbs,10
cliff,16
Goodness,11
Post,18
Smarties,1
Tara,9
lap,30
heraldry,1
gruesome,3
licked,16
irreversibly,1
intactness,1
second-year,2
beckoning,4
hushed,9
ignorant,7
hee,5
WARRIOR,1
axe-handle,1
income,2
substance,4
puffed,19
sweep,7
protruding,2
engaged,8
nimbly,1
expertly,2
¼,15
Crowds,2
Dominica,3
Shaftesbury,1
evaporated,3
bracket,2
bee-keeper,1
thrower,2
opposed,3
Druids,3
Oxfam,8
pigtails,8
environment,2
thrashed,3
agape,1
Twinkle,1
God-fearing,3
glum,6
swallows,6
Clarice,2
News,17
rowing,8
contentedly,2
businesses,2
communal,3
uniforms,4
Ready,9
inexperienced,4
logarithms,2
Born,2
Pow-wow,5
Rubber,2
punch,5
babies,20
satisfied,19
shamefacedly,1
drain,3
plait,9
Derek,54
adverts,3
lilliputian,1
Any,35
muzzy,1
dashed,14
erupted,8
Kill,6
Allanson,1
mostly,25
crumbling,7
farewell,4
grapes,8
ferns,15
tellee,3
Sunbeam,4
Cordelia,4
Except,12
experiment,4
ribbons,9
messenger,2
batsman,3
sha,27
symmetry,11
perfectly,32
Should,24
absence,11
Foresters,2
reference,5
Balnibarbi,4
lice,3
roaring,10
forming,12
tatters,3
narrowed,5
eagle,12
'It,1
air-spaces,1
buzzed,2
accompanying,3
driftwood,1
emphasizing,1
Russia,8
served,17
Depressed,1
salvation,5
draughts,3
codicil,1
solution,3
pill-box,15
wolf,5
pleas,2
yonder,2
barbecue,3
polygon,5
Pop,2
de-louse,1
besoms,1
heated,3
quarter,14
puppy,12
Philistinism,1
fleas,5
courting,2
excepting,3
Hetta,3
youngish,1
required,15
tend,6
purred,4
D',30
CANDY,1
fundraising,3
43,1
noses,9
unpopular,2
Field,6
raid,20
worship,4
contention,1
owned,10
glazed,6
sash,4
waistcoat,6
sly,11
pasting,2
hip,8
infusion,1
Catch,3
liquor,4
39,11
ex-chaser,1
uttered,6
whoever,21
Welfare,1
spears,10
bulwarks,3
seated,14
Kott,3
U,4
fully,26
filed,9
Pausing,3
trunk,11
Darren,9
Equilateral,1
commendable,5
toffee-apples,2
DAY,6
lapel,4
Farquhar,49
drip,2
cannonball,2
acknowledgement,2
stale,9
comical,3
WAITER,6
docks,6
turban,8
Millicent,7
Angel,2
tasted,14
tossing,4
Nasty,2
mingled,5
harming,1
Union,16
weedy,5
Dragoons,8
unfamiliar,9
Common,4
Owls,2
+6,3
inheritance,2
'un,10
Doushan,7
define,1
discarded,7
envelopes,6
non-swimmer,1
dragon,10
record-player,2
conventionally,1
rasping,5
cancels,1
loosely,4
rugs,6
glory,6
Nailsish,1
scot-free,1
Josie,2
Aztec,1
disgraceful,2
Difficult,7
Scrooge,6
Man,13
communicating,3
cared,14
fences,12
Treptower,3
hitching,1
sadder,2
Tragic,1
protesting,5
precariously,2
enthusiastically,6
squinting,3
Laying,2
breathe,22
trolley,6
Ruddles,6
flamed,5
zooming,3
cell,4
cm3,3
invitations,2
misty,8
wisely,4
great-grandmother,1
WHY,6
ratty-looking,2
route-finder,7
bunchy,1
schemes,3
looseleaf,1
eye-sockets,2
P.E,2
separating,4
Letzeburger,3
clapping,6
repay,2
270°,3
Forgive,7
paws,15
SIX,2
limp,15
android,2
unshaven,3
sleeps,6
depressing,5
velvet,23
priest,4
herd,8
convinced,17
dithered,1
disgusted,5
incentive,1
remiss,1
KING,4
logged,1
communication,4
postcards,6
reproved,1
mysteries,7
cigarettes,8
Kent,9
meantime,5
boon,1
th'would,1
tuft,2
action,35
depressingly,2
craned,8
well-cared,1
brushed,19
self-conscious,3
brandmark,1
elders,1
attic,19
efforts,8
2nd,10
eastward,2
concentration,13
smacking,3
scrabbled,5
overcoming,1
pliers,2
half-submerged,2
Ark,3
'RE,3
prepare,9
shine,12
donations,2
footprint,1
80,2
thrown-away,1
furtively,4
Hoover,1
pedalling,2
disgraced,3
interfered,1
playgrounds,1
expedition,14
padlock,13
caps,8
plotting,4
distressed,7
thumped,7
Larschla,1
practising,10
inescapable,4
swing-boats,1
lean,17
minds,24
predicted,2
KEEP,2
shee-ow,1
14,19
m2,3
dryly,6
warder,1
shelling,1
cupping,1
summoning,2
Agents,1
Bet,6
maniacal,1
thou,5
wavering,3
destroyer,1
Moore,14
rat-trap,1
wobbling,3
forever,16
vila,3
Heavy,2
text,3
replacement,2
SUPPLEMENT,1
pears,10
installed,2
ex-Mrs,1
Son,4
dressing,15
thirty-six,1
vermicelli,2
Rinso,1
throb,3
cooked,27
wages,13
Eastern,3
song,18
yawn,3
overgrown,9
gruesome-looking,1
Etty,5
yellows,3
backward,9
Benson,8
Liberation,1
Pleased,6
minstrel,2
Pulled,3
THINGS,3
peanut-butter,1
self-consciousness,1
description,7
memorise,1
Birthday,7
dubious,3
skived,1
hotel,12
welcomed,10
childish,5
horrid,8
SLOWCOACH,1
hearthrug,2
placards,2
strand,1
dismissive,4
spaceship,18
Quaker,2
quilts,1
lock,27
slosh,1
veered,2
forty-four,2
driver,41
log,19
stag,1
brains,25
torn,28
Kenyon,22
headlong,4
Heir,1
barmy,7
marching,6
pose,4
dangerously,7
degrading,2
brooding,3
invariably,4
plight,6
1869,1
wander,6
Enjoy,3
drowned,15
diagrams,9
avenged,2
sloppiness,1
maroon,4
thundering,8
Hiding,6
increased,8
Blessington-Dalrymples,4
Freedom,5
SIGNS,1
cockatoo,1
ox,2
swish,3
sunning,2
rake,1
shrivel,4
Whoever,11
Lily,9
Cup,3
cribbage,1
condemning,2
tiptoed,7
walking-frame,4
Christians,19
eel,19
Hair,3
attacking,8
glove,1
forty,17
screw,6
whips,2
Mon,3
unexploited,1
Add,13
measurements,19
balls,22
organised,10
Fairly,2
Merchant,3
Sharp,3
baubles,2
jazz,1
Hedgehogs,5
lake,40
girlfriend,6
encouraged,15
name-tape,2
humiliating,2
M.,2
riling,1
'ands,1
shroud,3
anyhow,11
flights,6
discuss,14
establish,2
200cm,1
sleeveless,4
Amazons,1
lens,3
chuckled,18
⅛,8
tweed,7
Whassname,1
menu,3
glimpse,24
Grove,24
servants,23
skimping,2
expense,2
sans,1
snot,1
postcard,12
Brrring,1
stealing,22
air-holes,1
Catgut,4
Annexe,1
resembled,2
fireplace,12
victimized,1
damn,10
stumbled,8
tipping,4
galley,13
spruce,1
0.3m,1
sunset,6
motion,13
bus-ride,2
$99,1
agonizing,1
crate,6
Wambizi,1
artist,6
Hugh,11
unpacked,3
subtracted,3
Jewish,6
crouching,9
Mint,2
o-ver,1
plaid,7
splashed,8
cornered,3
replying,4
seamed,1
invisibility,4
mam,2
powder,18
barbarous,1
marshwife,2
Crossbow,1
sizes,8
crouch,7
rocking,7
receives,4
snakes,6
ig,1
conquered,3
boats,16
terrific,12
bald,10
superior,5
Watch,15
troops,6
defiance,6
Study,25
inedible,2
knots,3
centimetre,6
succeed,6
troubling,5
ruthless,5
MOUNTAINEERING,1
nesting,3
matches,6
aback,13
blind,27
wobble,5
Todger,22
Serbian,2
Nuform,3
testing,10
breasts,5
Williams,7
frustration,18
improved,6
preaching,8
Unit,2
tribal,1
sung,3
slung,12
compost,13
th'dozy,1
trilled,2
Sin,7
shaken,15
swell,3
Ethiopia,1
misfit,1
magnetized,3
mayonnaise,2
Fishing,1
implement,1
budge,8
spoon,22
mail,6
Funny,12
passing,27
sliced,13
subsided,7
gears,7
altar,4
Whangdoodles,2
briefcase,2
ache,9
doddering,2
Grant,7
vivid,19
disturbed,23
balaclava,5
jog-trot,1
fork-lift,3
She-Who-Is-Alone,4
regarded,7
racquet,2
Anti-Fascist,2
account,15
twins,37
yeah,5
longing,12
kg,6
wagging,6
moistened,1
disused,4
Play,7
monk,5
was–a,1
Benelux,4
misread,1
fierce-looking,1
castanets,1
conviction,8
baggage,14
Smiling,6
chances,11
stern,12
proceeded,7
sixty,6
tilted,11
table-top,4
besides,13
behaved,10
Test,7
masters,2
unwell,3
Treshnish,9
gipsies,11
haff,3
video,9
alarming,7
get-on-with-it,1
promptly,5
libraries,3
failure,9
indefatigable,1
Memorial,9
WORST,1
cattle,10
complained,26
theme,6
Hare,15
crown,2
hem,9
fancies,5
VEGETABLE,1
gremlin,1
tins,9
Buckingham,4
rob,3
unpinned,1
sarcastically,8
protect,20
attract,8
concerned,21
dodged,8
withdraw,5
tavern,5
p,3
Strap,1
bruised,10
crackles,2
'E,7
Mistervicepresident,1
Mihal,17
simultaneously,4
