Synsets,domain_x,norm,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,raw_translation,raw_translation_lemmas,translation_set,number_tranlsation,number_sense,translation_lemmas_set,number_tranlsation_lemmas,number_sense_lemmas
Synset('burqa.n.01'),garm,burqa,1,0,0.0,0.8422688422688422,1.8174612852091208,5,2,1,b,body cloth cover cover cover face face face hair head head long woman woman ,body cloth cover cover cover face face face hair head head long woman woman body cloth cover cover head cover head head head hair head head long head long,"['face', 'head', 'long', 'hair', 'cloth', 'woman', 'body', 'cover']",14,8,"['face', 'head', 'long', 'hair', 'cloth', 'woman', 'body', 'cover']",29,8
Synset('domino.n.02'),garm,domino,1,0,3.613333333333333,1.052836052836053,1.222655773686136,6,1,4,nb,break down down down fall down down ,break down down down fall down down ,"['break', 'down', 'fall']",7,3,"['break', 'down', 'fall']",7,3
Synset('surcoat.n.01'),garm,surcoat,1,0,0.0,1.052836052836053,0.7104621387635653,7,1,2,nb,cloth color cover material material material ,cloth color cover material material material ,"['cloth', 'material', 'cover', 'color']",6,4,"['cloth', 'material', 'cover', 'color']",6,4
Synset('cloak.n.02'),garm,cloak,1,29,0.0,0.9475524475524476,0.3469698817217412,5,1,5,nb,cloth cover cloth cover dress long material ,cloth cover cloth cover dress long material ,"['long', 'dress', 'cloth', 'material', 'cover']",7,5,"['long', 'dress', 'cloth', 'material', 'cover']",7,5
Synset('kimono.n.01'),garm,kimono,1,0,0.0,0.9475524475524476,1.007864894525058,6,1,1,nb,cloth dress silk silk woman ,cloth dress silk silk woman ,"['cloth', 'dress', 'woman', 'silk']",5,4,"['cloth', 'dress', 'woman', 'silk']",5,4
Synset('camise.n.01'),garm,camise,1,0,0.0,0.9475524475524476,0.9582977685648092,6,1,1,nb,cloth cloth color dress comfort comfort comfort cover comfort comfort material material woman wear ,cloth cloth color dress comfort comfort comfort cover comfort comfort material material woman wear ,"['color', 'dress', 'comfort', 'wear', 'cloth', 'woman', 'material', 'cover']",14,8,"['color', 'dress', 'comfort', 'wear', 'cloth', 'woman', 'material', 'cover']",14,8
Synset('sarong.n.01'),garm,sarong,1,0,0.0,0.9475524475524476,2.0487745396902817,6,1,1,nb,dirt dirt dirt dirt mud mud mud rock ,dirt dirt dirt dirt mud mud mud rock ,"['dirt', 'mud', 'rock']",8,3,"['dirt', 'mud', 'rock']",8,3
Synset('aba.n.01'),garm,aba,1,0,0.0,0.9475524475524476,1.1069991464455553,3,1,2,nb,animal animal eat feather feather feather fly feather fly large leg leg leg long mammal,animal animal eat feather feather feather fly feather fly large leg leg leg long mammal,"['feather', 'long', 'fly', 'eat', 'mammal', 'animal', 'leg', 'large']",15,8,"['feather', 'long', 'fly', 'eat', 'mammal', 'animal', 'leg', 'large']",15,8
Synset('bathrobe.n.01'),garm,bathrobe,1,0,0.0,0.9475524475524476,0.991342519204975,8,1,1,nb,cloth color comfort cloth comfort comfort comfort cover comfort cover cover cover cold comfort cover,cloth color comfort cloth comfort comfort comfort cover comfort cover cover cover cold comfort cover,"['color', 'comfort', 'cloth', 'cover', 'cold']",15,5,"['color', 'comfort', 'cloth', 'cover', 'cold']",15,5
Synset('oilskin.n.01'),garm,oilskin,1,0,0.0,1.2634032634032637,1.420924277527131,7,2,7,nb,cloth cloth color cloth material material ,cloth cloth color cloth material material cold cold cold cold snow snow snow ,"['cloth', 'material', 'color']",6,3,"['color', 'cloth', 'snow', 'material', 'cold']",13,5
Synset('doublet.n.01'),garm,doublet,1,0,0.0,1.1581196581196582,0.9417753932447264,7,1,1,nb,boy cloth cloth color dress dress man button button button shirt shirt ,boy cloth cloth color dress dress man button button button shirt shirt ,"['color', 'boy', 'shirt', 'dress', 'man', 'cloth', 'button']",12,7,"['color', 'boy', 'shirt', 'dress', 'man', 'cloth', 'button']",12,7
Synset('cutaway.n.02'),garm,cutaway,1,0,0.0,1.052836052836053,1.1069991464455553,7,1,2,nb,cut cut cut edge edge ,cut cut cut edge edge ,"['edge', 'cut']",5,2,"['edge', 'cut']",5,2
Synset('frock_coat.n.01'),garm,frock_coat,1,1,0.0,1.052836052836053,1.3052676502865503,10,1,1,nb,cloth color color color hair hair long man man man woman wear ,cloth color color color hair hair long man man man woman wear ,"['color', 'long', 'hair', 'wear', 'man', 'cloth', 'woman']",12,7,"['color', 'long', 'hair', 'wear', 'man', 'cloth', 'woman']",12,7
Synset('prince_albert.n.02'),garm,prince_albert,1,0,0.0,1.1581196581196582,0.5617607608828191,13,1,2,nb,bronze crown crown crown king king prince prince royal ,bald king crown crown prince prince prince royal ,"['king', 'crown', 'prince', 'royal', 'bronze']",9,5,"['bald', 'king', 'prince', 'royal', 'crown']",8,5
Synset('swallow-tailed_coat.n.01'),garm,swallow-tailed_coat,1,0,7.226666666666666,1.1581196581196582,1.0904767711254724,11,3,1,nb,animal eat eat fur fur fur fly fly long snout ,animal eat eat fur fur fur fly fly long snout animal swallow swallow swallow water morning coat coat color color day dress warm wear warm wear ,"['fur', 'long', 'fly', 'eat', 'snout', 'animal']",10,6,"['warm', 'fur', 'color', 'long', 'fly', 'dress', 'eat', 'wear', 'snout', 'animal', 'day', 'coat', 'water', 'morning', 'swallow']",26,15
Synset('surtout.n.01'),garm,surtout,1,0,0.0,1.1581196581196582,0.7435068894037312,7,1,1,nb,act air air air animal animal animal air animal body body body breath breath breath,act air air air animal animal animal air animal body body body breath breath breath,"['act', 'air', 'animal', 'body', 'breath']",15,5,"['act', 'air', 'animal', 'body', 'breath']",15,5
Synset('vest.n.01'),garm,vest,1,1,3.613333333333333,0.8422688422688422,0.8095963906840629,4,2,7,b,cloth cloth color cover color cover head cover head head heave heave long,cloth cloth color cover color cover head cover head head heave heave longbody cloth cloth cover cloth cover coat cover cover cover dress long material sleeve ,"['head', 'color', 'long', 'cloth', 'heave', 'cover']",13,6,"['head', 'color', 'long', 'dress', 'cloth', 'longbody', 'material', 'coat', 'sleeve', 'heave', 'cover']",26,11
Synset('bow_tie.n.01'),garm,bow_tie,1,2,0.0,1.052836052836053,0.4956712596024875,6,3,1,nb,bow cloth color color color hair hair long man man man neck tie tie ,bow cloth color color color hair hair long man man man neck tie tie bow cloth color cloth color fashion fashion hair hair long man man man neck tiebow cloth color tie tie man man man neck neck tie ,"['tie', 'color', 'long', 'hair', 'man', 'cloth', 'bow', 'neck']",14,8,"['tie', 'color', 'long', 'fashion', 'hair', 'man', 'cloth', 'bow', 'tiebow', 'neck']",39,10
Synset('dress_shirt.n.01'),garm,dress_shirt,1,0,3.613333333333333,0.9475524475524476,1.3548347762467992,11,2,1,nb,cloth color cotton cotton cotton dress dress shirt wear ,cloth color cotton cotton cotton dress dress shirt wear cloth cloth cloth color comfort comfort comfort cotton comfort cotton cotton cotton cover cotton cover,"['cotton', 'color', 'shirt', 'dress', 'wear', 'cloth']",9,6,"['cotton', 'color', 'shirt', 'dress', 'comfort', 'wear', 'cloth', 'cover']",24,8
Synset('trench_coat.n.01'),garm,trench_coat,1,0,0.0,1.1581196581196582,0.8426411413242287,11,1,1,nb,army black coat black leather coat color fur fur fur long warm warm warm,army black coat black leather coat color fur fur fur long warm warm warm,"['fur', 'army', 'color', 'leather', 'black', 'long', 'coat', 'warm']",14,8,"['fur', 'army', 'color', 'leather', 'black', 'long', 'coat', 'warm']",14,8
Synset('toga.n.01'),garm,toga,1,1,0.0,1.052836052836053,0.7435068894037312,4,1,1,b,act body ballet ball dance dance dance exercise exercise move muscle sport ,act body ballet ball dance dance dance exercise exercise move muscle sport ,"['dance', 'act', 'sport', 'ballet', 'move', 'ball', 'body', 'exercise', 'muscle']",12,9,"['dance', 'act', 'sport', 'ballet', 'move', 'ball', 'body', 'exercise', 'muscle']",12,9
Synset('salwar.n.01'),garm,salwar,1,0,0.0,0.9475524475524476,2.197475917571028,6,2,1,nb,cloth cloth cover cloth cover dress long skirt ,cloth cloth cover cloth cover dress long skirt basket cloth cloth cloth fashion fashion hair heave heave long skirt ,"['long', 'dress', 'skirt', 'cloth', 'cover']",8,5,"['basket', 'long', 'dress', 'fashion', 'skirt', 'hair', 'cloth', 'heave', 'cover']",19,9
Synset('pants_suit.n.01'),garm,pants_suit,1,0,0.0,1.052836052836053,0.8426411413242287,8,2,1,nb,cloth cloth cloth cloth color cover cloth cover comfort cover comfort comfort comfort cotton cotton,cloth cloth cloth cloth color cover cloth cover comfort cover comfort comfort comfort cotton cottoncloth cloth cloth color cover cloth cover comfort cover comfort comfort comfort cotton material material,"['cotton', 'color', 'comfort', 'cloth', 'cover']",15,5,"['cottoncloth', 'cotton', 'color', 'comfort', 'cloth', 'material', 'cover']",29,7
Synset('ski_parka.n.01'),garm,ski_parka,1,0,0.0,1.2634032634032637,0.5121936349225704,9,2,1,nb,breath cold cold winter snow snow ,breath cold cold winter snow snow body cloth cloth color cover cloth cover cold comfort cover hood warm hood warm long,"['breath', 'snow', 'winter', 'cold']",6,4,"['winter', 'hood', 'color', 'long', 'comfort', 'cloth', 'snow', 'body', 'breath', 'cover', 'cold', 'warm']",21,12
Synset('face_veil.n.01'),garm,face_veil,1,1,0.0,0.9475524475524476,1.0739543958053896,9,1,1,nb,body cloth cover face face face hair head hair long woman ,body cloth cover face face face hair head hair long woman ,"['face', 'head', 'long', 'hair', 'cloth', 'woman', 'body', 'cover']",11,8,"['face', 'head', 'long', 'hair', 'cloth', 'woman', 'body', 'cover']",11,8
Synset('levi's.n.01'),garm,levi,1,0,0.0,1.052836052836053,0.3965370076819899,5,2,2,nb,car car car car drive lift lift lift transport wheel ,cloth cloth cloth cloth expense cloth expense expense expense material manneighbor moneybible christ christ christ church god god god high holy man religion religion ,"['transport', 'wheel', 'car', 'drive', 'lift']",10,5,"['christ', 'god', 'church', 'man', 'cloth', 'religion', 'holy', 'material', 'manneighbor', 'expense', 'high', 'moneybible']",24,12
Synset('dressing_gown.n.01'),garm,dressing_gown,1,0,0.0,0.9475524475524476,0.7435068894037312,13,3,1,nb,dress cloth color color dress dress material woman wear ,dress cloth color color dress dress material woman wear cloth cloth cloth cover cloth cover cover fashion fashion hair long mannequin womancloth color comfort comfort comfort cloth comfort comfort cover comfort cover lay lay lay relax,"['color', 'dress', 'wear', 'cloth', 'woman', 'material']",9,6,"['mannequin', 'color', 'lay', 'long', 'dress', 'fashion', 'womancloth', 'hair', 'wear', 'comfort', 'cloth', 'woman', 'material', 'cover', 'relax']",36,15
Synset('pea_jacket.n.01'),garm,pea_jacket,1,0,0.0,1.1581196581196582,0.7600292647238142,7,2,1,nb,cloth cotton cotton cotton cover cotton cover dress warm wool ,cloth cotton cotton cotton cover cotton cover dress warm wool animal fur coat coat coat fur fur fur hood warm warm winter wear ,"['cotton', 'dress', 'wool', 'cloth', 'cover', 'warm']",10,6,"['fur', 'winter', 'cotton', 'hood', 'dress', 'wool', 'wear', 'cloth', 'animal', 'coat', 'cover', 'warm']",23,12
Synset('sable.n.04'),garm,sable,1,0,0.0,0.9475524475524476,0.5782831362029021,5,1,6,nb,animal beak bird beak beak feather feather feather fly feather fly fly,animal beak bird beak beak feather feather feather fly feather fly fly,"['feather', 'bird', 'beak', 'fly', 'animal']",12,5,"['feather', 'bird', 'beak', 'fly', 'animal']",12,5
Synset('lambrequin.n.01'),garm,lambrequin,1,0,0.0,0.9475524475524476,0.6113278868430679,10,1,2,nb,beverage drink drink liquor liquor liquor wine ,beverage drink drink liquor liquor liquor wine ,"['beverage', 'wine', 'liquor', 'drink']",7,4,"['beverage', 'wine', 'liquor', 'drink']",7,4
Synset('tudung.n.01'),garm,tudung,1,0,0.0,0.9475524475524476,1.5200585294476283,6,1,1,nb,dirt dirt dirt dirt mud mud mud stick ,dirt dirt dirt dirt mud mud mud stick ,"['stick', 'dirt', 'mud']",8,3,"['stick', 'dirt', 'mud']",8,3
Synset('muffler.n.02'),garm,muffler,1,0,0.0,0.9475524475524476,0.4626265089623216,7,1,3,nb,air blow blow noise noise noise ,air blow blow noise noise noise ,"['air', 'blow', 'noise']",6,3,"['air', 'blow', 'noise']",6,3
Synset('patka.n.01'),garm,patka,1,0,0.0,0.9475524475524476,0.3965370076819899,5,1,1,nb,bark bird bird chirp eat feather fly feather fly fly fly large,bark bird bird chirp eat feather fly feather fly fly fly large,"['feather', 'bird', 'bark', 'fly', 'eat', 'chirp', 'large']",12,7,"['feather', 'bird', 'bark', 'fly', 'eat', 'chirp', 'large']",12,7
Synset('suit.n.01'),garm,suit,1,9,0.0,0.8422688422688422,1.900073161809536,4,2,10,b,body cloth cloth cover cloth cover cover cover fashion dress man man woman wear ,body cloth cloth cover cloth cover cover cover fashion dress man man woman wear cloth cloth cover cloth dress wear ,"['dress', 'fashion', 'wear', 'man', 'cloth', 'woman', 'body', 'cover']",14,8,"['dress', 'fashion', 'wear', 'man', 'cloth', 'woman', 'body', 'cover']",20,8
Synset('polo_shirt.n.01'),garm,polo_shirt,1,0,0.0,0.9475524475524476,1.0409096451652238,10,2,1,nb,cloth cloth cloth cloth color cotton material material shirt ,cloth cloth cloth cloth color cotton material material shirt body cloth color cloth cloth cloth color comfort comfort comfort cotton cotton material material material,"['cotton', 'color', 'shirt', 'cloth', 'material']",9,5,"['cotton', 'color', 'shirt', 'comfort', 'cloth', 'body', 'material']",24,7
Synset('coatee.n.01'),garm,coatee,1,0,0.0,1.052836052836053,0.4295817583221558,6,1,1,nb,eat eat food food mouth mouth mouth skin skin ,eat eat food food mouth mouth mouth skin skin ,"['mouth', 'food', 'skin', 'eat']",9,4,"['mouth', 'food', 'skin', 'eat']",9,4
Synset('jacket.n.01'),garm,jacket,1,26,0.0,1.052836052836053,0.1982685038409949,6,1,7,b,body cloth color color cover cover cover hood hood warm long material warm winter wear,body cloth color color cover cover cover hood hood warm long material warm winter wear,"['winter', 'hood', 'color', 'long', 'wear', 'cloth', 'body', 'material', 'cover', 'warm']",15,10,"['winter', 'hood', 'color', 'long', 'wear', 'cloth', 'body', 'material', 'cover', 'warm']",15,10
Synset('box_coat.n.01'),garm,box_coat,1,0,0.0,1.052836052836053,0.8261187660041458,8,1,1,nb,body cloth color cover coat cover cover cover coat fashion fur fur fur long material,body cloth color cover coat cover cover cover coat fashion fur fur fur long material,"['fur', 'color', 'long', 'fashion', 'cloth', 'body', 'material', 'coat', 'cover']",15,9,"['fur', 'color', 'long', 'fashion', 'cloth', 'body', 'material', 'coat', 'cover']",15,9
Synset('bolero.n.02'),garm,bolero,1,0,0.0,1.1581196581196582,0.594805511522985,6,1,3,nb,bikini body cloth cover cloth color cover dress long material woman ,bikini body cloth cover cloth color cover dress long material woman ,"['color', 'long', 'dress', 'bikini', 'cloth', 'woman', 'body', 'material', 'cover']",11,9,"['color', 'long', 'dress', 'bikini', 'cloth', 'woman', 'body', 'material', 'cover']",11,9
Synset('chlamys.n.02'),garm,chlamys,1,0,0.0,1.1581196581196582,1.2887452749664674,7,1,2,nb,animal beak bird beak beak fly feather feather fly feather fly fly,animal beak bird beak beak fly feather feather fly feather fly fly,"['feather', 'bird', 'beak', 'fly', 'animal']",12,5,"['feather', 'bird', 'beak', 'fly', 'animal']",12,5
Synset('mackinaw.n.01'),garm,mackinaw,1,0,0.0,1.052836052836053,0.9252530179246432,8,2,4,nb,beak black black black brown eat eat egg feather feather fly fly fly lay,beak black black black brown eat eat egg feather feather fly fly fly laybald coat black coat brown color fur fur fur hood hood warm warm warm,"['feather', 'beak', 'brown', 'egg', 'lay', 'black', 'fly', 'eat']",14,8,"['feather', 'beak', 'fur', 'brown', 'egg', 'color', 'hood', 'black', 'fly', 'eat', 'laybald', 'coat', 'warm']",27,13
Synset('tabard.n.01'),garm,tabard,1,0,0.0,1.1581196581196582,1.8009389098890378,6,1,1,nb,cloth cloth color cloth color dress fashion fashion fashion long material material sleeve shirt ,cloth cloth color cloth color dress fashion fashion fashion long material material sleeve shirt ,"['color', 'shirt', 'long', 'dress', 'fashion', 'cloth', 'material', 'sleeve']",14,8,"['color', 'shirt', 'long', 'dress', 'fashion', 'cloth', 'material', 'sleeve']",14,8
Synset('donkey_jacket.n.01'),garm,donkey_jacket,1,0,0.0,1.1581196581196582,0.7104621387635653,13,1,1,nb,animal animal brown brown brown coat color color color fur fur fur hair long man,animal animal brown brown brown coat color color color fur fur fur hair long man,"['fur', 'brown', 'color', 'long', 'hair', 'man', 'animal', 'coat']",15,8,"['fur', 'brown', 'color', 'long', 'hair', 'man', 'animal', 'coat']",15,8
Synset('lumberjack.n.02'),garm,lumberjack,1,0,0.0,1.1581196581196582,0.4130593830020729,10,2,2,nb,animal beak beak black beak brown beak eat eat forest four fur,animal beak beak black beak brown beak eat eat forest four furcloth cloth cloth cover cotton material material zip zip zip ,"['beak', 'fur', 'brown', 'black', 'four', 'eat', 'animal', 'forest']",12,8,"['beak', 'brown', 'cotton', 'black', 'four', 'eat', 'animal', 'cloth', 'zip', 'material', 'forest', 'cover', 'furcloth']",21,13
Synset('lavalava.n.01'),garm,lavalava,1,0,0.0,0.9475524475524476,1.7018046579685404,8,1,1,nb,across ice cream cream cream ice cream ,across ice cream cream cream ice cream ,"['across', 'cream', 'ice']",7,3,"['across', 'cream', 'ice']",7,3
Synset('grass_skirt.n.01'),garm,grass_skirt,1,0,0.0,0.9475524475524476,0.594805511522985,11,1,1,nb,cloth color color dress skirt skirt skirt ,cloth color color dress skirt skirt skirt ,"['cloth', 'dress', 'skirt', 'color']",7,4,"['cloth', 'dress', 'skirt', 'color']",7,4
Synset('hoopskirt.n.01'),garm,hoopskirt,1,0,3.613333333333333,0.9475524475524476,0.4626265089623216,9,2,3,nb,cloth cloth color color dress dress skirt skirt woman ,cloth cloth color color dress dress skirt skirt woman basket cloth color decorate cloth decorate decorate material material ,"['color', 'dress', 'skirt', 'cloth', 'woman']",9,5,"['basket', 'color', 'dress', 'skirt', 'cloth', 'decorate', 'woman', 'material']",18,8
Synset('gathered_skirt.n.01'),garm,gathered_skirt,1,1,0.0,0.9475524475524476,0.9087306426045604,14,1,1,nb,cloth cloth color color dress material material skirt ,cloth cloth color color dress material material skirt ,"['color', 'dress', 'skirt', 'cloth', 'material']",8,5,"['color', 'dress', 'skirt', 'cloth', 'material']",8,5
Synset('pelisse.n.01'),garm,pelisse,1,0,0.0,1.1581196581196582,0.8426411413242287,7,1,1,nb,bicycle bicycle bicycle pedal pedal pedal propel propel ,bicycle bicycle bicycle pedal pedal pedal propel propel ,"['propel', 'bicycle', 'pedal']",8,3,"['propel', 'bicycle', 'pedal']",8,3
Synset('cape.n.02'),garm,cape,1,4,0.0,1.052836052836053,0.7435068894037312,4,2,10,b,beauty decorate decorate flower garden garden garden house house plant ,beauty decorate decorate flower garden garden garden house house plant body cloth cloth color cover head head head hair head long neck mannequin,"['plant', 'house', 'beauty', 'decorate', 'garden', 'flower']",10,6,"['plant', 'house', 'head', 'color', 'mannequin', 'long', 'hair', 'beauty', 'decorate', 'garden', 'cloth', 'body', 'neck', 'flower', 'cover']",23,15
Synset('gymslip.n.01'),garm,gymslip,1,0,0.0,1.1581196581196582,1.1235215217656382,7,1,1,nb,athlete body fat gym person sport work ,athlete body fat gym person sport work ,"['sport', 'person', 'work', 'body', 'fat', 'gym', 'athlete']",7,7,"['sport', 'person', 'work', 'body', 'fat', 'gym', 'athlete']",7,7
Synset('kerchief.n.01'),garm,kerchief,1,5,0.0,0.9475524475524476,1.420924277527131,8,1,1,nb,cloth cloth cloth cloth color color color hand handkerchief handkerrow hand,cloth cloth cloth cloth color color color hand handkerchief handkerrow hand,"['color', 'hand', 'cloth', 'handkerchief', 'handkerrow']",11,5,"['color', 'hand', 'cloth', 'handkerchief', 'handkerrow']",11,5
Synset('puttee.n.01'),garm,puttee,1,0,0.0,0.9475524475524476,1.420924277527131,6,1,1,nb,chair couch couch couch comfort comfort cushion comfort cushion cushion cushion relax relax relax sit,chair couch couch couch comfort comfort cushion comfort cushion cushion cushion relax relax relax sit,"['couch', 'sit', 'chair', 'comfort', 'cushion', 'relax']",15,6,"['couch', 'sit', 'chair', 'comfort', 'cushion', 'relax']",15,6
Synset('single-breasted_suit.n.01'),garm,single-breasted_suit,1,0,3.613333333333333,0.9475524475524476,0.6278502621631508,20,1,1,nb,cloth cloth cloth cover cloth color cover cover cover fashion fashion fashion long material material,cloth cloth cloth cover cloth color cover cover cover fashion fashion fashion long material material,"['color', 'long', 'fashion', 'cloth', 'material', 'cover']",15,6,"['color', 'long', 'fashion', 'cloth', 'material', 'cover']",15,6
Synset('pinstripe.n.01'),garm,pinstripe,1,0,0.0,0.9475524475524476,0.7930740153639799,9,1,3,nb,bake bake bake bake brown brown brown eat food food green grow grow grow,bake bake bake bake brown brown brown eat food food green grow grow grow,"['grow', 'brown', 'food', 'eat', 'green', 'bake']",14,6,"['grow', 'brown', 'food', 'eat', 'green', 'bake']",14,6
Synset('business_suit.n.01'),garm,business_suit,1,2,0.0,0.9475524475524476,0.8426411413242287,13,1,1,nb,business cloth business cloth cloth cloth dress expense expense expense person wear wear work ,business cloth business cloth cloth cloth dress expense expense expense person wear wear work ,"['business', 'person', 'dress', 'wear', 'cloth', 'work', 'expense']",14,7,"['business', 'person', 'dress', 'wear', 'cloth', 'work', 'expense']",14,7
Synset('double-breasted_suit.n.01'),garm,double-breasted_suit,1,0,3.613333333333333,0.9475524475524476,0.594805511522985,20,1,1,nb,body cloth cloth color cover cloth cover cover cover fashion fashion fashion material material material,body cloth cloth color cover cloth cover cover cover fashion fashion fashion material material material,"['color', 'fashion', 'cloth', 'body', 'material', 'cover']",15,6,"['color', 'fashion', 'cloth', 'body', 'material', 'cover']",15,6
Synset('turtleneck.n.01'),garm,turtleneck,2,0,3.613333333333333,0.9475524475524476,0.8591635166443117,6,3,4,nb,cloth color color color cotton cotton cotton material long sleeve warm warm winter wear ,cloth color color color cotton cotton cotton material long sleeve warm warm winter wear animal beak beak bird beak brown beak eat egg eat eggbody neck neck neck long neck neck ,"['winter', 'cotton', 'color', 'long', 'wear', 'cloth', 'material', 'sleeve', 'warm']",14,9,"['bird', 'beak', 'winter', 'cotton', 'color', 'brown', 'egg', 'eggbody', 'long', 'eat', 'wear', 'cloth', 'animal', 'material', 'neck', 'sleeve', 'warm']",31,17
Synset('pullover.n.01'),garm,pullover,1,1,0.0,0.9475524475524476,0.8591635166443117,8,2,1,nb,cloth color color cover comfort cover comfort cotton material material warm warm ,cloth color color cover comfort cover comfort cotton material material warm warm break fall slip slip slip slide ,"['cotton', 'color', 'comfort', 'cloth', 'material', 'cover', 'warm']",12,7,"['break', 'slip', 'cotton', 'color', 'comfort', 'fall', 'slide', 'cloth', 'material', 'cover', 'warm']",18,11
Synset('jerkin.n.01'),garm,jerkin,1,0,0.0,1.1581196581196582,1.5200585294476283,6,1,1,nb,body cloth color color color cloth color comfort color comfort comfort comfort cover comfort cover,body cloth color color color cloth color comfort color comfort comfort comfort cover comfort cover,"['color', 'comfort', 'cloth', 'body', 'cover']",15,5,"['color', 'comfort', 'cloth', 'body', 'cover']",15,5
Synset('leotard.n.01'),garm,leotard,1,0,0.0,0.8422688422688422,3.750579197658822,7,4,1,b,body cloth color color cover cloth cover cloth color cover material material material woman wear,body cloth color color cover cloth cover cloth color cover material material material woman wearcloth cloth cover cloth color cover material material sleeve body cloth cloth cloth cover cloth cover cover cover fashion fashion human leg material material personanimal cat cat cat cloth cloth color fur fur fur person wear wear ,"['color', 'wear', 'cloth', 'woman', 'body', 'material', 'cover']",15,7,"['fur', 'color', 'person', 'fashion', 'wear', 'cloth', 'leg', 'wearcloth', 'woman', 'body', 'material', 'human', 'personanimal', 'sleeve', 'cat', 'cover']",51,16
Synset('tank_top.n.01'),garm,tank_top,1,0,0.0,0.9475524475524476,2.0983416656505303,8,1,1,nb,top top top top ,top top top top ,['top'],4,1,['top'],4,1
Synset('surcoat.n.02'),garm,surcoat,1,0,0.0,1.1581196581196582,0.5617607608828191,7,1,2,nb,cloth color cover material material material ,cloth color cover material material material ,"['cloth', 'material', 'cover', 'color']",6,4,"['cloth', 'material', 'cover', 'color']",6,4
Synset('string_tie.n.01'),garm,string_tie,1,0,0.0,1.052836052836053,0.7104621387635653,10,1,1,nb,cloth tie knot knot string string ,cloth tie knot knot string string ,"['tie', 'cloth', 'knot', 'string']",6,4,"['tie', 'cloth', 'knot', 'string']",6,4
Synset('miniskirt.n.01'),garm,miniskirt,1,0,0.0,0.9475524475524476,0.2974027557614925,4,2,2,nb,body cloth color color cotton cotton cotton material material skirt skirt ,body cloth color color cotton cotton cotton material material skirt skirt baby baby small small small ,"['cotton', 'color', 'skirt', 'cloth', 'body', 'material']",11,6,"['cotton', 'color', 'skirt', 'cloth', 'small', 'body', 'material', 'baby']",16,8
Synset('bulletproof_vest.n.01'),garm,bulletproof_vest,2,0,0.0,0.9475524475524476,0.8261187660041458,16,1,1,nb,bullet bullet bullet bullet protect protect ,bullet bullet bullet bullet protect protect ,"['protect', 'bullet']",6,2,"['protect', 'bullet']",6,2
Synset('izar.n.01'),garm,izar,1,0,0.0,0.9475524475524476,2.4287891720521886,4,1,1,nb,america africa africa country indian indian language person ,america africa africa country indian indian language person ,"['language', 'country', 'africa', 'person', 'indian', 'america']",8,6,"['language', 'country', 'africa', 'person', 'indian', 'america']",8,6
Synset('duffel_coat.n.01'),garm,duffel_coat,1,0,0.0,1.052836052836053,1.173088647725887,11,2,1,nb,cloth color coat color fur fur fur coat warm warm warm wool ,cloth color coat color fur fur fur coat warm warm warm wool cloth coat coat color color fur fur fur warm warm wool ,"['fur', 'color', 'wool', 'cloth', 'coat', 'warm']",12,6,"['fur', 'color', 'wool', 'cloth', 'coat', 'warm']",23,6
Synset('raincoat.n.01'),garm,raincoat,1,4,0.0,1.052836052836053,0.3634922570418241,8,2,4,nb,cloth cover coat coat cover hood hood hood warm warm winter wear ,cloth cover coat coat cover hood hood hood warm warm winter wear bathroom bubble protect water ,"['winter', 'hood', 'wear', 'cloth', 'coat', 'cover', 'warm']",12,7,"['winter', 'hood', 'bathroom', 'bubble', 'wear', 'cloth', 'protect', 'coat', 'water', 'cover', 'warm']",16,11
Synset('macintosh.n.02'),garm,macintosh,1,1,3.613333333333333,1.1581196581196582,0.7765516400438971,3,4,2,nb,build computer computer build computer build house house ,build computer computer build computer build house house black brown cloth cloth cloth color fashion fashion fashion hair long man woman computer computer computer computer hard metal plastic power animal black black brown brown brown eat eat eat leg leg leg mammal leg mammal,"['house', 'build', 'computer']",8,3,"['brown', 'mammal', 'man', 'woman', 'build', 'black', 'long', 'fashion', 'eat', 'plastic', 'power', 'hard', 'color', 'hair', 'cloth', 'leg', 'metal', 'house', 'animal', 'computer']",44,20
Synset('windsor_tie.n.01'),garm,windsor_tie,1,0,0.0,1.052836052836053,0.5617607608828191,11,1,1,nb,air bird bird fly feather fly fly fly long person sing wind ,cloth cloth color color dress fashion hair long mannish tie ,"['feather', 'bird', 'air', 'long', 'fly', 'person', 'sing', 'wind']",12,8,"['tie', 'color', 'long', 'dress', 'fashion', 'mannish', 'hair', 'cloth']",10,8
Synset('stole.n.01'),garm,stole,1,0,0.0,0.9475524475524476,0.7930740153639799,5,1,4,nb,cheap steal take take take ,cheap steal take take take ,"['steal', 'take', 'cheap']",5,3,"['steal', 'take', 'cheap']",5,3
Synset('dolman.n.02'),garm,dolman,1,0,3.613333333333333,1.052836052836053,0.5782831362029021,6,1,2,nb,animal beak beak bird bird beak feather feather feather fly feather fly,animal beak beak bird bird beak feather feather feather fly feather fly,"['feather', 'bird', 'beak', 'fly', 'animal']",12,5,"['feather', 'bird', 'beak', 'fly', 'animal']",12,5
